species_id,sci_name,sci_name_space,main_common_name,order,family,genus,type_voucher,type_kind,type_locality,type_lat,type_lon,museum_abbreviation,museum_name,museum_location,museum_country,qc_reviewed,qc_review_notes,geocode_phase,geocode_query,type_lat_suggested,type_lon_suggested,coordinate_uncertainty_m,geocode_method,geocode_confidence,geocode_notes,review_status
1004807,Emballonura_raffrayana,Emballonura raffrayana,Raffray's Sheath-tailed Bat,Chiroptera,Emballonuridae,Emballonura,BMNH:Mamm:1879.10.6.2,lectotype,"""Gilolo Island."" Corrected by O. Thomas in 1914 as ""Mefor Island, [= Numfor Island] Geelvink Bay, Western New Guinea [= West Papua, Indonesia].""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Numfor Island, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Emballonura_raffrayana.,no_estimate
1004808,Emballonura_semicaudata,Emballonura semicaudata,Pacific Sheath-tailed Bat,Chiroptera,Emballonuridae,Emballonura,USNM:MAMM:3727,holotype,Samoa.,nan,nan,USNM,"National Museum of Natural History, Smithsonian Institution","Washington, D.C., United States of America",United States of America,,,nominatim,"Samoa, United States of America",40.814074,-124.190304,50000,nominatim,medium,"Nominatim query derived from type_locality for Emballonura_semicaudata.; match=Samoa, Humboldt County, California, United States",proposed
1005030,Enchisthenes_hartii,Enchisthenes hartii,Velvety Fruit-eating Bat,Chiroptera,Phyllostomidae,Enchisthenes,BMNH:Mamm:1892.9.7.8,holotype,"""Trinidad,"" Trinidad and Tobago. Restricted by O. Thomas in 1893 to Botanic Gardens, Port-of-Spain, Trinidad.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Trinidad,"" Trinidad and Tobago, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Enchisthenes_hartii.,no_estimate
1005842,Enhydra_lutris,Enhydra lutris,Sea Otter,Carnivora,Mustelidae,Enhydra,,,"Kamchatka, Russia.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1001618,Eoglaucomys_fimbriatus,Eoglaucomys fimbriatus,Kashmir Flying Squirrel,Rodentia,Sciuridae,Eoglaucomys,BMNH:Mamm:1937.6.10.55,holotype,"""India."" Restricted by H. C. Robinson and C. B. Kloss in 1918 to Western Himalayas and by J. R. Ellerman and T. C. S. Morrison-Scott in 1955 to Shimla, Himachal Pradesh, India.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"India, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Eoglaucomys_fimbriatus.; match=Consulate General of India in Birmingham, 2, Darnley Road, Ladywood, Birmingham, West Midlands, England, B16 8TF, United Kingdom; rejected=diplomatic_mission_match",no_estimate
1002137,Eolagurus_luteus,Eolagurus luteus,Yellow Steppe Lemming,Rodentia,Cricetidae,Eolagurus,ZIN S. 2252,holotype,"NW of Aral Sea, Kyzylorda Region, Kazakhstan.",nan,nan,ZIN,"Zoological Institute, Russian Academy of Sciences","Saint Petersburg, Russia",Russia,,,nominatim,"NW of Aral Sea, Kyzylorda Region, Kazakhstan, Russia",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eolagurus_luteus.,no_estimate
1002138,Eolagurus_przewalskii,Eolagurus przewalskii,Przewalski's Steppe Lemming,Rodentia,Cricetidae,Eolagurus,ZIN S. 2303,syntypes,"shore of Iche-zaidemin Nor, Tsaidam region, Qinghai, China.",nan,nan,ZIN,"Zoological Institute, Russian Academy of Sciences","Saint Petersburg, Russia",Russia,,,nominatim,"shore of Iche-zaidemin Nor, Tsaidam region, Qinghai, China, Russia",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eolagurus_przewalskii.,no_estimate
1004513,Eonycteris_major,Eonycteris major,Greater Dawn Bat,Chiroptera,Pteropodidae,Eonycteris,BMNH:Mamm:1908.1.27.28,holotype,"""Mt. Dulit, N. Borneo [Sarawak, Malaysia], 2000' [= 610 m].""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"610 m, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Eonycteris_major.; match=M, JLR Gaydon Vehicle Proving Ground, Gaydon, Stratford-on-Avon, Warwickshire, England, CV35 0BB, United Kingdom; rejected=country_mismatch: expected one of [Malaysia, Sabah]",no_estimate
1004514,Eonycteris_robusta,Eonycteris robusta,Philippine Dawn Bat,Chiroptera,Pteropodidae,Eonycteris,USNM:MAMM:175849,holotype,"""cave at Montalban [Rizal Province], Luzon, Philippine Islands.""",nan,nan,USNM,"National Museum of Natural History, Smithsonian Institution","Washington, D.C., United States of America",United States of America,,,nominatim,"cave at Montalban [Rizal Province], Luzon, Philippine Islands, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eonycteris_robusta.,no_estimate
1004515,Eonycteris_spelaea,Eonycteris spelaea,Lesser Dawn Bat,Chiroptera,Pteropodidae,Eonycteris,ZSI 15618,holotype,"""Penang, Moulmein, the Nicobar and Andaman Islands."" Restricted by K. Andersen in 1912 to ""Farm Caves, Moulmein [= Mwalamyaing, Myanmar].""",nan,nan,ZSI,Zoological Survey of India collections at the Indian Museum,"Calcutta, India",India,,,nominatim,"Mwalamyaing, Myanmar, India",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eonycteris_spelaea.,no_estimate
1003776,Eospalax_baileyi,Eospalax baileyi,Plateau Zokor,Rodentia,Spalacidae,Eospalax,BMNH:Mamm:1911.10.3.6,holotype,"between Nagchuka (or Hokow) and Tatsienlu, Ramasong, W Szechwan, China.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"between Nagchuka (or Hokow) and Tatsienlu, Ramasong, W Szechwan, China, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eospalax_baileyi.,no_estimate
1003777,Eospalax_cansus,Eospalax cansus,Gansu Zokor,Rodentia,Spalacidae,Eospalax,USNM:MAMM:144022,holotype,"""Taocheo [= Chaozhou], Kan-su, northwestern China.""",nan,nan,USNM,"National Museum of Natural History, Smithsonian Institution","Washington, D.C., United States of America",United States of America,,,nominatim,"Chaozhou, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eospalax_cansus.,no_estimate
1003778,Eospalax_fontanierii,Eospalax fontanierii,Fontanier's Zokor,Rodentia,Spalacidae,Eospalax,"MNHN-ZM-MO-1867-552 (= MNHN:type:388) (= MNHN-ZM-AC-1869-254) (= MNHN ""1615"")",lectotype,"Kansu, China.",nan,nan,MNHN,Museum National d'Histoire Naturelle,"Paris, France",France,,,nominatim,"Kansu, China",38.000000,102.000000,50000,nominatim,medium,"Nominatim query derived from type_locality for Eospalax_fontanierii.; match=甘肃省, 中国",proposed
1003779,Eospalax_rothschildi,Eospalax rothschildi,Rothschild's Zokor,Rodentia,Spalacidae,Eospalax,BMNH:Mamm:1911.11.1.2,holotype,"40 miles (64 km) SE Taochow, Kansu, China.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"40 miles (64 km) SE Taochow, Kansu, China, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eospalax_rothschildi.,no_estimate
1003780,Eospalax_rufescens,Eospalax rufescens,Qinling Zokor,Rodentia,Spalacidae,Eospalax,AMNH M-27549,holotype,"Taipai Shan, southern Shensi, China.",nan,nan,AMNH,American Museum of Natural History,"New York, United States of America",United States of America,,,nominatim,"Taipai Shan, southern Shensi, China, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eospalax_rufescens.,no_estimate
1003781,Eospalax_smithii,Eospalax smithii,Smith's Zokor,Rodentia,Spalacidae,Eospalax,BMNH:Mamm:1911.11.1.1,holotype,"30 mi (48 km) SE of Tao-chou, Gansu, China.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"30 mi (48 km) SE of Tao-chou, Gansu, China, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eospalax_smithii.,no_estimate
1002175,Eothenomys_colurnus,Eothenomys colurnus,Zhejiang Red-backed Vole,Rodentia,Cricetidae,Eothenomys,BMNH:Mamm:1900.5.8.38,holotype,"E Fujian, China.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,accept,No obvious country/locality mismatch detected.,nominatim,"E Fujian, China",25.922009,119.660196,50000,nominatim,medium,"Nominatim query derived from type_locality for Eothenomys_colurnus.; match=E, 福州机场高速, 长乐区, 福州市, 福建省, 350200, 中国; QC accept: No obvious country/locality mismatch detected.",proposed
1002177,Eothenomys_eleusis,Eothenomys eleusis,Yunnan Red-backed Vole,Rodentia,Cricetidae,Eothenomys,BMNH:Mamm:1911.9.8.111,holotype,"E of Zhaotung Xian, N Yunnan, China.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"E of Zhaotung Xian, N Yunnan, China, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eothenomys_eleusis.,no_estimate
1002183,Eothenomys_melanogaster,Eothenomys melanogaster,Pere David's Red-backed Vole,Rodentia,Cricetidae,Eothenomys,"MNHN-ZM-MO-1870-24 (= MNHN:type:363a) (= MNHN ""1499""), MNHN-ZM-MO-1870-25 (= MNHN:type:363) (= MNHN ""1500"")",syntypes,"Moupin (= Baoxing), W Szechuan, China.",nan,nan,MNHN,Museum National d'Histoire Naturelle,"Paris, France",France,,,nominatim,"Moupin (= Baoxing), W Szechuan, China, France",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eothenomys_melanogaster.,no_estimate
1002012,Eozapus_setchuanus,Eozapus setchuanus,Sichuan Jumping Mouse,Rodentia,Zapodidae,Eozapus,"MNHN-ZM-MO-1895-549 (= MNHN:type:326) (= MNHN ""1707a""), MNHN-ZM-MO-1895-550 (= MNHN:type:326a)",syntypes,"Tatsienlu (Kangding), Sichuan Prov., China.",nan,nan,MNHN,Museum National d'Histoire Naturelle,"Paris, France",France,,,nominatim,"Tatsienlu (Kangding), Sichuan Prov, China",30.029773,101.956298,50000,nominatim,medium,"Nominatim query derived from type_locality for Eozapus_setchuanus.; match=China Petro Station, 沪聂线, 道子坝村, 康定市 དར་མདོ་གྲོང་ཁྱེར།, 甘孜藏族自治州 དཀར་མཛེས་བོད་རིགས་རང་སྐྱོང་ཁུལ།, 四川省, 626000, 中国",proposed
1006920,Eozapus_vicinus,Eozapus vicinus,Gansu Jumping Mouse,Rodentia,Zapodidae,Eozapus,BMNH:Mamm:1912.8.5.62,holotype,"""46 miles S.E. of Tao-chou, Kan-su. 9800-10,000'"", China.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"46 miles S, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Eozapus_vicinus.; match=Miles's Buildings, Kingsmead, Bath, Bath and North East Somerset, West of England, England, BA1 2QR, United Kingdom; rejected=country_mismatch: expected one of [China, 中国]",no_estimate
1004193,Episoriculus_baileyi,Episoriculus baileyi,Bailey's Brown-toothed Shrew,Eulipotyphla,Soricidae,Episoriculus,BMNH:Mamm:1914.1.1.1,holotype,"""Tsu River. Alt. 7,500' [= 2286 m].""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"2286 m, United Kingdom",52.190003,-1.493306,50000,nominatim,medium,"Nominatim query derived from type_locality for Episoriculus_baileyi.; match=M, JLR Gaydon Vehicle Proving Ground, Gaydon, Stratford-on-Avon, Warwickshire, England, CV35 0BB, United Kingdom",proposed
1004194,Episoriculus_caudatus,Episoriculus caudatus,Hodgson's Brown-toothed Shrew,Eulipotyphla,Soricidae,Episoriculus,BMNH:Mamm:1879.11.21.479,lectotype,"""Sikim and Darjeling, Upper India.""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Sikim and Darjeling, Upper India, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Episoriculus_caudatus.,no_estimate
1004195,Episoriculus_leucops,Episoriculus leucops,Long-tailed Brown-toothed Shrew,Eulipotyphla,Soricidae,Episoriculus,BMNH:Mamm:1879.11.21.483,holotype,Nepal.,nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,Nepal,28.378046,83.999990,50000,nominatim,medium,Nominatim query derived from type_locality for Episoriculus_leucops.; match=नेपाल,proposed
1004196,Episoriculus_macrurus,Episoriculus macrurus,Arboreal Brown-toothed Shrew,Eulipotyphla,Soricidae,Episoriculus,BMNH:Mamm:1890.1.1.19,holotype,"Darjeeling, India.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Darjeeling, India, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Episoriculus_macrurus.,no_estimate
1004197,Episoriculus_sacratus,Episoriculus sacratus,Sichuan Brown-toothed Shrew,Eulipotyphla,Soricidae,Episoriculus,BMNH:Mamm:1911.2.1.54,holotype,"Omi-san (= Mount Emei), western Sichuan, south-western China.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Omi-san (= Mount Emei), western Sichuan, south-western China, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Episoriculus_sacratus.,no_estimate
1004198,Episoriculus_soluensis,Episoriculus soluensis,Nepalese Brown-toothed Shrew,Eulipotyphla,Soricidae,Episoriculus,ZSM 470,holotype,"Ringmo, Solukhumbu District, Nepal, 2700 m.",nan,nan,ZSM,Zoologisches Staats-Sammlung München,"Munich, Germany",Germany,,,nominatim,"Ringmo, Solukhumbu District, Nepal, Germany",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Episoriculus_soluensis.,no_estimate
1001802,Epixerus_ebii,Epixerus ebii,African Palm Squirrel,Rodentia,Sciuridae,Epixerus,RMNH.MAM.19626,lectotype,Ghana.,nan,nan,RMNH,Naturalis Biodiversity Center,"Leiden, The Netherlands",The Netherlands,,,nominatim,"Ghana, The Netherlands",51.981225,4.345168,50000,nominatim,medium,"Nominatim query derived from type_locality for Epixerus_ebii.; match=Ghanastraat, Afrikabuurt-Oost, Tanthof-West, Abtswoude, Delft, Zuid-Holland, Nederland, 2622 GJ, Nederland",proposed
1004516,Epomophorus_angolensis,Epomophorus angolensis,Angolan Epauletted Fruit Bat,Chiroptera,Pteropodidae,Epomophorus,BMNH:Mamm:1864.8.16.1,holotype,"""Angola.""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Angola, United Kingdom",52.414535,-4.083078,50000,nominatim,medium,"Nominatim query derived from type_locality for Epomophorus_angolensis.; match=Angola, Cambrian Place, Aberystwyth, Ceredigion, Cymru / Wales, SY23 1NT, United Kingdom",proposed
1004518,Epomophorus_crypturus,Epomophorus crypturus,Peters's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Epomophorus,ZMB 10080,lectotype,"Tete, Mozambique.",nan,nan,ZMB,Museum für Naturkunde,"Berlin, Germany",Germany,,,nominatim,"Tete, Mozambique, Germany",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Epomophorus_crypturus.,no_estimate
1004519,Epomophorus_dobsonii,Epomophorus dobsonii,Dobson's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Epomophorus,AMNH M-88068,neotype,"Quindumbo, Benguela District, Angola.",nan,nan,AMNH,American Museum of Natural History,"New York, United States of America",United States of America,,,nominatim,"Quindumbo, Benguela District, Angola, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Epomophorus_dobsonii.,no_estimate
1004520,Epomophorus_gambianus,Epomophorus gambianus,Gambian Epauletted Fruit Bat,Chiroptera,Pteropodidae,Epomophorus,BMNH:Mamm:1907.1.1.233,holotype,"""Gambia."" Restricted by D. Kock and colleagues in 2002 to ""Banjul,"" Gambia.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,Gambia,13.470062,-15.490046,50000,nominatim,medium,Nominatim query derived from type_locality for Epomophorus_gambianus.; match=Gambia,proposed
1004521,Epomophorus_grandis,Epomophorus grandis,Sanborn's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Epomophorus,FMNH:Mamm:66433,holotype,"Dundo, Lunda, Angola.",nan,nan,FMNH,Field Museum of Natural History,"Chicago, United States of America",United States of America,,,nominatim,"Dundo, Lunda, Angola, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Epomophorus_grandis.,no_estimate
1004522,Epomophorus_intermedius,Epomophorus intermedius,Hayman's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Epomophorus,BMNH:Mamm:1962.2073,holotype,"Dundo, Lunda, Angola.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Dundo, Lunda, Angola, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Epomophorus_intermedius.,no_estimate
1004523,Epomophorus_labiatus,Epomophorus labiatus,Little Epauletted Fruit Bat,Chiroptera,Pteropodidae,Epomophorus,RMNH.MAM.27342,lectotype,"Sudan, ""Abyssinia."" Restricted by W. Bergmans in 1988 to Sennar, Sudan.",nan,nan,RMNH,Naturalis Biodiversity Center,"Leiden, The Netherlands",The Netherlands,,,nominatim,"Sudan, ""Abyssinia",5.466670,37.816660,50000,nominatim,medium,"Nominatim query derived from type_locality for Epomophorus_labiatus.; match=Gembo Sudan Intiriyer Misiyon, Segen Peoples', ደቡብ ኢትዮጵያ ክልላዊ መንግስት South Ethiopia Regional State ولاية جنوب إثيوبيا الإقليمية, ኢትዮጵያ",proposed
1004524,Epomophorus_minor,Epomophorus minor,Minor Epauletted Fruit Bat,Chiroptera,Pteropodidae,Epomophorus,BMNH:Mamm:1879.9.12.4,holotype,"""Zanzibar,"" Tanzania.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Zanzibar,"" Tanzania, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Epomophorus_minor.,no_estimate
1004525,Epomophorus_pusillus,Epomophorus pusillus,Lesser Epauletted Fruit Bat,Chiroptera,Pteropodidae,Epomophorus,ZMB 3438,holotype,"""Westafrika [= West Africa], Gambia, Gabon, Yoruba."" Restricted by W. Bergmans in 1989 to Yoruba [= Yorubaland], Nigeria.",nan,nan,ZMB,Museum für Naturkunde,"Berlin, Germany",Germany,,,nominatim,"West Africa, Germany",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Epomophorus_pusillus.,no_estimate
1004526,Epomophorus_wahlbergi,Epomophorus wahlbergi,Wahlberg's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Epomophorus,NHRM 1040,lectotype,"near Port Natal (= Durban), KwaZulu-Natal, South Africa.",nan,nan,NHRM,Naturhistoriska riksmuseet,"Stockholm, Sweden",Sweden,,,nominatim,"near Port Natal (= Durban), KwaZulu-Natal, South Africa, Sweden",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Epomophorus_wahlbergi.,no_estimate
1004527,Epomops_buettikoferi,Epomops buettikoferi,Büttikofer's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Epomops,RMNH.MAM.19640,holotype,"""Schlieffelinsville, Junk River, Liberia.""",nan,nan,RMNH,Naturalis Biodiversity Center,"Leiden, The Netherlands",The Netherlands,,,nominatim,"Schlieffelinsville, Junk River, Liberia, The Netherlands",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Epomops_buettikoferi.,no_estimate
1004528,Epomops_franqueti,Epomops franqueti,Franquet's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Epomops,"MNHN-ZM-MO-1852-257 (= MNHN:AGal:107) (= MNHN:NGal:52) (= MNHN:type:164) (= MNHN-ZM-AC-A6767) (= MNHN ""776"")",holotype,"""Gabon.""",nan,nan,MNHN,Museum National d'Histoire Naturelle,"Paris, France",France,,,nominatim,Gabon,-0.899969,11.689970,50000,nominatim,medium,Nominatim query derived from type_locality for Epomops_franqueti.; match=Gabon,proposed
1006834,Eptesicus_dutertreus,Eptesicus dutertreus,Caribbean Brown Bat,Chiroptera,Vespertilionidae,Eptesicus,MNHN-ZM-MO-1997-1832 (= MNHN:AGal:654) (= MNHN:type:213),holotype,Cuba.,nan,nan,MNHN,Museum National d'Histoire Naturelle,"Paris, France",France,,,nominatim,"Cuba, France",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Eptesicus_dutertreus.; match=Ambassade de Cuba, Rue de Presles, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France; rejected=diplomatic_mission_match",no_estimate
1005519,Eptesicus_fuscus,Eptesicus fuscus,Big Brown Bat,Chiroptera,Vespertilionidae,Eptesicus,untraced (number not known),nonexistent,"Philadelphia, Pennsylvania, USA.",nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:UNTRACED,skipped
1006120,Equus_africanus,Equus africanus,African Wild Ass,Perissodactyla,Equidae,Equus,SMNS 32026,lectotype,"Nubia. Restricted to Ain Saba, Eritrea, by Schlawe in 1980.",nan,nan,SMNS,Museum of Natural History Stuttgart,"Stuttgart, Germany",Germany,,,nominatim,"Nubia, Germany",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Equus_africanus.,no_estimate
1006121,Equus_asinus,Equus asinus,Domestic Ass,Perissodactyla,Equidae,Equus,,,Middle East?,nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1006122,Equus_caballus,Equus caballus,Domestic Horse,Perissodactyla,Equidae,Equus,,,Scandinavia.,nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1006123,Equus_ferus,Equus ferus,Wild Horse,Perissodactyla,Equidae,Equus,untraced (number not known),nonexistent,"Bobrov, Russia.",nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:UNTRACED,skipped
1006124,Equus_grevyi,Equus grevyi,Grevy's Zebra,Perissodactyla,Equidae,Equus,"MNHN-ZM-MO-1881-1594 (= MNHN:type:505) (= MNHN ""10-606 A"")",holotype,"Ethiopia, Galla Country.",nan,nan,MNHN,Museum National d'Histoire Naturelle,"Paris, France",France,,,nominatim,"Ethiopia, Galla Country, France",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Equus_grevyi.,no_estimate
1006126,Equus_kiang,Equus kiang,Kiang,Perissodactyla,Equidae,Equus,,,"Ladakh, state of Jammu and Kashmir, India.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1006127,Equus_quagga,Equus quagga,Plains Zebra,Perissodactyla,Equidae,Equus,untraced (number not known),nonexistent,"South Africa, south of Vaal River.",nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:UNTRACED,skipped
1006128,Equus_zebra,Equus zebra,Mountain Zebra,Perissodactyla,Equidae,Equus,untraced (number not known),nonexistent,"South Africa, south-western Cape Province.",nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:UNTRACED,skipped
1000485,Eremitalpa_granti,Eremitalpa granti,Grant's Golden Mole,Afrosoricida,Chrysochloridae,Eremitalpa,ISAM (number not known),holotype,"Garies, Little Namaqualand, Northern Cape Province, South Africa.",nan,nan,ISAM,Iziko South African Museum,"Cape Town, South Africa",South Africa,,,skipped,,,,,skipped,none,voucher_number_unknown,skipped
1001986,Eremodipus_lichtensteini,Eremodipus lichtensteini,Lichtenstein's Jerboa,Rodentia,Dipodidae,Eremodipus,ZMB 29090,holotype,"Mary, Turkmenistan.",nan,nan,ZMB,Museum für Naturkunde,"Berlin, Germany",Germany,,,nominatim,"Mary, Turkmenistan, Germany",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eremodipus_lichtensteini.,no_estimate
1001254,Erethizon_dorsatum,Erethizon dorsatum,North American Porcupine,Rodentia,Erethizontidae,Erethizon,,,"""Habitat in Canada.""",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1005912,Erignathus_barbatus,Erignathus barbatus,Bearded Seal,Carnivora,Phocidae,Erignathus,lost (number not known),nonexistent,"""ad Scotiam atque Groelandiam australiorem, vulgaris circa Islandiam"" (= North Atlantic Ocean, South Greenland).",nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:LOST,skipped
1003808,Erinaceus_amurensis,Erinaceus amurensis,Amur Hedgehog,Eulipotyphla,Erinaceidae,Erinaceus,,holotype,"""In der Nähe der Stadt Aigun, im mandshurischen Dorfe Gulssoja am Amur,"" eastern Siberia, Russia.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1003810,Erinaceus_europaeus,Erinaceus europaeus,West European Hedgehog,Eulipotyphla,Erinaceidae,Erinaceus,,,"""Europa."" Restricted by O. Thomas in 1911 to ""Wamlingbo, S. Gothland Id.,"" Sweden.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1003811,Erinaceus_roumanicus,Erinaceus roumanicus,Northern White-breasted Hedgehog,Eulipotyphla,Erinaceidae,Erinaceus,BMNH:Mamm:1904.4.6.16,holotype,"""Gageni, Roumania [= Romania].""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Romania, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Erinaceus_roumanicus.; match=Embassy of Romania, 4, Palace Green, South Kensington, Royal Borough of Kensington and Chelsea, Greater London, England, W8 4QD, United Kingdom; rejected=diplomatic_mission_match",no_estimate
1003530,Eropeplus_canus,Eropeplus canus,Sulawesi Soft-furred Rat,Rodentia,Muridae,Eropeplus,USNM:MAMM:218707,holotype,"Gunung Lehio, above 1830 m, central Sulawesi, Indonesia.",nan,nan,USNM,"National Museum of Natural History, Smithsonian Institution","Washington, D.C., United States of America",United States of America,,,nominatim,"Gunung Lehio, above 1830 m, central Sulawesi, Indonesia, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Eropeplus_canus.,no_estimate
1004885,Erophylla_bombifrons,Erophylla bombifrons,Brown Flower Bat,Chiroptera,Phyllostomidae,Erophylla,USNM:MAMM:86274,holotype,"""limestone cave near Bayamón, Province of San Juan, Puerto Rico.""",nan,nan,USNM,"National Museum of Natural History, Smithsonian Institution","Washington, D.C., United States of America",United States of America,,,nominatim,"limestone cave near Bayamón, Province of San Juan, Puerto Rico, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Erophylla_bombifrons.,no_estimate
1004886,Erophylla_sezekorni,Erophylla sezekorni,Buffy Flower Bat,Chiroptera,Phyllostomidae,Erophylla,ZMB 2456,holotype,"""Cuba."" Restricted by G. Silva-Taboada in 1976 to Rangel, Santa Cruz de los Pinos, Pinar del Río, Cuba.",nan,nan,ZMB,Museum für Naturkunde,"Berlin, Germany",Germany,,,nominatim,"Cuba, Germany",51.957555,7.633186,50000,nominatim,medium,"Nominatim query derived from type_locality for Erophylla_sezekorni.; match=CUBA, 12, Achtermannstraße, Bahnhof, Innenstadtring, Münster-Mitte, Münster, Nordrhein-Westfalen, 48143, Deutschland",proposed
1000589,Erythrocebus_baumstarki,Erythrocebus baumstarki,Southern Patas Monkey,Primates,Cercopithecidae,Erythrocebus,ZMB 35730 (= ZMB A 5575),holotype,"Ikoma, western Serengeti, Tanzania.",nan,nan,ZMB,Museum für Naturkunde,"Berlin, Germany",Germany,,,nominatim,"Ikoma, western Serengeti, Tanzania, Germany",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Erythrocebus_baumstarki.,no_estimate
