priority,review_category,likely_action,prefix_species_count,species_id,sci_name,main_common_name,order,family,type_kind,type_voucher,extracted_voucher_prefix,candidate_prefix_to_research,type_locality,type_voucher_uris,extinct,domestic
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004012,Crocidura_tadae,Kuroda's White-toothed Shrew,Eulipotyphla,Soricidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"Orchid I, off SE Taiwan.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006071,Crocuta_crocuta,Spotted Hyena,Carnivora,Hyaenidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Gui­­nea, Aethiopia; restricted to ""Senegambia"".",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001341,Ctenomys_maulinus,Maule Tuco-tuco,Rodentia,Ctenomyidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""D. Toribio Medina."" Restricted by W. H. Osgood in 1943 to ""Laguna de Maule, Talca province, Chile, ca. 36°00' S, 70°30' W.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006136,Damaliscus_pygargus,Bontebok,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cape of Good Hope. Restricted by Bigalke in 1948 to Swart River, near Caledon.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000150,Dasyurus_maculatus,Spotted-tailed Quoll,Dasyuromorphia,Dasyuridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Port Jackson, New South Wales, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000152,Dasyurus_viverrinus,Eastern Quoll,Dasyuromorphia,Dasyuridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Sydney, New South Wales, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1002126,Dicrostonyx_hudsonius,Ungava Collared Lemming,Rodentia,Cricetidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Labrador, Canada.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000023,Didelphis_virginiana,Virginia Opossum,Didelphimorphia,Didelphidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Virginia, Louisiana, Mexico, Brasil, and Peru."" Restricted by J. A. Allen in 1901 to ""Virginia.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000529,Dugong_dugon,Dugong,Sirenia,Dugongidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Vorgebürge der Guten Hofnung an, bis an die philippinischen Inseln"" (= Cape of Good Hope, South Africa, to the Philippines).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005950,Dusicyon_australis,Warrah,Carnivora,Canidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Falkland Is.,,True,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1002708,Eligmodontia_typus,Lowland Gerbil Mouse,Rodentia,Cricetidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""environs de Buenos-Ayres [= Buenos Aires],"" Argentina.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005519,Eptesicus_fuscus,Big Brown Bat,Chiroptera,Vespertilionidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Philadelphia, Pennsylvania, USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006123,Equus_ferus,Wild Horse,Perissodactyla,Equidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Bobrov, Russia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006125,Equus_hemionus,Onager,Perissodactyla,Equidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"North-eastern boundary of Mongolia with Russia, Transbaikalia, S. Chitinsk, 50° N, 115° E.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006127,Equus_quagga,Plains Zebra,Perissodactyla,Equidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"South Africa, south of Vaal River.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006128,Equus_zebra,Mountain Zebra,Perissodactyla,Equidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"South Africa, south-western Cape Province.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000590,Erythrocebus_patas,Common Patas Monkey,Primates,Cercopithecidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Senegal.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000991,Eulemur_albifrons,White-fronted Brown Lemur,Primates,Lemuridae,syntypes,untraced (number not known),UNTRACED,UNTRACED,Madagascar.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000996,Eulemur_fulvus,Brown Lemur,Primates,Lemuridae,syntypes,untraced (number not known),UNTRACED,UNTRACED,Madagascar.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000997,Eulemur_macaco,Black Lemur,Primates,Lemuridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Madagascar.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005986,Felis_chaus,Jungle Cat,Carnivora,Felidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Russia, Terek River, north of Caucasus.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005989,Felis_nigripes,Black-footed Cat,Carnivora,Felidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"Kuruman, South Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005990,Felis_silvestris,European Wildcat,Carnivora,Felidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,no locality = Germany.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005832,Galictis_cuja,Lesser Grison,Carnivora,Mustelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Chile.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005833,Galictis_vittata,Greater Grison,Carnivora,Mustelidae,holotype,untraced (number not known),UNTRACED,UNTRACED,Surinam.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006033,Galidictis_fasciata,Broad-striped Vontsira,Carnivora,Eupleridae,holotype,untraced (number not known),UNTRACED,UNTRACED,"type locality presumed to be Madagascar, erroneously listed by Gmelin as ""India"".",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006149,Gazella_dorcas,Dorcas Gazelle,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Africa. Restricted to ""Lower Egypt"" by Blaine in 1913 and ""west of the Nile River"" by Osborn and Helmy in 1980.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006150,Gazella_gazella,Mountain Gazelle,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Syria.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006154,Gazella_subgutturosa,Goitered Gazelle,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Georgia, steppes of E Transcaucasia, near Tbilisi.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006088,Genetta_tigrina,Cape Genet,Carnivora,Viverridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cape of Good Hope, South Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001858,Geomys_bursarius,Plains Pocket Gopher,Rodentia,Geomyidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"""taken from Indian hunters in the upper parts of Interior Canada."" Restricted by C. H. Merriam in 1895 to ""somewhere in Upper Mississippi [River] Valley"" and M. H. Swenk in 1939 to ""Elk River, Sherburne County, Minnesota,"" USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1002948,Gerbillus_stigmonyx,Khartoum Gerbil,Rodentia,Muridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Khartoum, Sudan.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006341,Giraffa_giraffa,Southern Giraffe,Artiodactyla,Giraffidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"S of Warmbad, Orange River, South Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004913,Glossophaga_soricina,Pallas's Long-tongued Bat,Chiroptera,Phyllostomidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,type locality not given. Restricted by G. S. Miller in 1912 to Suriname.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000517,Hemicentetes_semispinosus,Lowland Streaked Tenrec,Afrosoricida,Tenrecidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Madagascar.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006291,Hippocamelus_bisulcus,Southern Huemul,Artiodactyla,Cervidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Colchagua Province, Chile.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004589,Hipposideros_crumeniferus,Timor Roundleaf Bat,Chiroptera,Hipposideridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Timor Island.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004635,Hipposideros_speoris,Schneider's Roundleaf Bat,Chiroptera,Hipposideridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Tranquebar, Madras, India.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006234,Hippotragus_equinus,Roan Antelope,Artiodactyla,Bovidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"Inconnue. Restricted by Grubb in 1999 to ""South Africa, Western Cape Prov., Plettenberg Bay"".",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000530,Hydrodamalis_gigas,Steller's Sea Cow,Sirenia,Dugongidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Bering I, Commander Is, Bering Sea.",,True,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001284,Hystrix_brachyura,Malayan Porcupine,Rodentia,Hystricidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Habitat in Asia."" Identified by A. Grote in J. E. Gray in 1866 as ""Malacca,"" Malaya.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001286,Hystrix_cristata,Crested Porcupine,Rodentia,Hystricidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"""Habitat in Asia."" Restricted by O. Thomas in 1911 to ""near Rome, Italy.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001288,Hystrix_javanica,Sunda Porcupine,Rodentia,Hystricidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Java.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001722,Ictidomys_tridecemlineatus,Thirteen-lined Ground Squirrel,Rodentia,Sciuridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"near the source of the Mississippi River. Restricted by J. A. Allen in 1895 to central Minnesota, USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000981,Indri_indri,Indri,Primates,Indriidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Madagascar.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006246,Kobus_kob,Kob,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Upper Guinea.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006386,Lama_guanicoe,Guanaco,Artiodactyla,Camelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Patagonia, Argentina.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006388,Lama_vicugna,Vicuña,Artiodactyla,Camelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Chile, ""abondano nella parte della Cordigliera spettante alle Provincie de Coquimbo, e di Copiapó"" (Cordilleras of Coquimbo and Copiapó in northern Chile).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005575,Lasiurus_borealis,Eastern Red Bat,Chiroptera,Vespertilionidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"New York, USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005577,Lasiurus_cinereus,Northern Hoary Bat,Chiroptera,Vespertilionidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Philadelphia, Pennsylvania, USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1003086,Lemniscomys_barbarus,Barbary Striped Grass Mouse,Rodentia,Muridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Barbaria [= Morocco].""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005997,Leopardus_guigna,Kodkod,Carnivora,Felidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Valdivia, Chile.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006002,Leopardus_pardalis,Ocelot,Carnivora,Felidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"State of Veracruz, Mexico.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006003,Leopardus_tigrinus,Savanna Oncilla,Carnivora,Felidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"Cayenne, French Guiana.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1003188,Leporillus_conditor,Greater Stick-nest Rat,Rodentia,Muridae,syntypes,untraced (number not known),UNTRACED,UNTRACED,"about 45 miles (= 72 km) from Laidley Ponds, Polia area, New South Wales, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006005,Leptailurus_serval,Serval,Carnivora,Felidae,holotype,untraced (number not known),UNTRACED,UNTRACED,Cape region of South Africa.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001080,Lepus_americanus,Snowshoe Hare,Lagomorpha,Leporidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""in America boreeli, ad fretum Hudsonis copiosissimus."" Restricted by E. W. Nelson in 1909 to ""Fort Severn,"" Ontario, Canada.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001090,Lepus_europaeus,European Hare,Lagomorpha,Leporidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"type locality not given. Restricted by É.-L. Trouessart in 1910 to ""Poland.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001107,Lepus_tolai,Tolai Hare,Lagomorpha,Leporidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Caeterum in montibus aprecis campisque rupestribus vel arenosis circa Selengam…"" Restricted by S. I. Ognev in 1940 to ""valley of the Selenga River,"" Russia. Redefined by J. R. Ellerman and T. C. S. Morrison-Scott in 1951 to ""Adinscholo Mountain, near Tchinden [Chinden = Chindant], on Borsja [= Boriya] River, a tributary of the Onon River, Eastern Siberia.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005844,Lontra_canadensis,North American River Otter,Carnivora,Mustelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Eastern Canada.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005845,Lontra_felina,Marine Otter,Carnivora,Mustelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Chile.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000522,Loxodonta_africana,African Savanna Elephant,Proboscidea,Elephantidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Orange River, South Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005953,Lupulella_mesomelas,Black-backed Jackal,Carnivora,Canidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cape of Good Hope, South Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000024,Lutreolina_crassicaudata,Big Lutrine Opossum,Didelphimorphia,Didelphidae,syntypes,untraced (number not known),UNTRACED,UNTRACED,"type locality not given. Restricted by A. Cabrera in 1958 to ""Asunción,"" Paraguay.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005954,Lycalopex_culpaeus,Culpeo,Carnivora,Canidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Santiago Province, Chile.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006006,Lynx_canadensis,Canadian Lynx,Carnivora,Felidae,holotype,untraced (number not known),UNTRACED,UNTRACED,Canada.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006007,Lynx_lynx,Eurasian Lynx,Carnivora,Felidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Wennersborg, S Sweden.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006009,Lynx_rufus,Bobcat,Carnivora,Felidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Provinz New York in Amerika"".",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000622,Macaca_sinica,Toque Macaque,Primates,Cercopithecidae,holotype,untraced (number not known),UNTRACED,UNTRACED,no type locality.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004966,Macrophyllum_macrophyllum,Long-legged Bat,Chiroptera,Phyllostomidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""In den Wäldern von Brasilien."" Restricted by M. P. zu Wied-Neuwied in 1826 as ""Flusse Mucuri [= Mucuri River],"" Bahia, Brazil.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005817,Martes_americana,American Marten,Carnivora,Mustelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,North America.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005819,Martes_flavigula,Yellow-throated Marten,Carnivora,Mustelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Nepal.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005860,Mellivora_capensis,Honey Badger,Carnivora,Mustelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cape of Good Hope, South Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005933,Melursus_ursinus,Sloth Bear,Carnivora,Ursidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"Bihar (earlier Bengal), India.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005808,Mephitis_mephitis,Striped Skunk,Carnivora,Mephitidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,eastern Canada [Province of Quebec].,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1002080,Microtus_lusitanicus,Lusitanian Pine Vole,Rodentia,Cricetidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Portugal.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005111,Miniopterus_fuliginosus,Asian Long-fingered Bat,Chiroptera,Miniopteridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Nepal.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004323,Mogera_imaizumii,Small Japanese Mole,Eulipotyphla,Talpidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"Shiobara, Tochigi Prefecture, Honshu, Japan.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000063,Monodelphis_americana,Northern Three-striped Opossum,Didelphimorphia,Didelphidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Brasilien."" Restricted by A. Cabrera in 1958 to ""Pernambuco"" (= Recife), Pernambuco, Brazil.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005210,Mops_condylurus,Angolan Free-tailed Bat,Chiroptera,Molossidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Durban, KwaZulu-Natal, South Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006354,Moschiola_meminna,White-spotted Chevrotain,Artiodactyla,Tragulidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Type locality selected by Groves & Meijaard in 2005 as Wariyapola, 7° 37' N, 80° 13' E, North Central Province, Sri Lanka.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006069,Mungos_mungo,Banded Mongoose,Carnivora,Herpestidae,lectotype,untraced (number not known),UNTRACED,UNTRACED,"origin uncertain (later attributed to Gambia, but subsequently suggested to be Cape Province, South Africa).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006332,Muntiacus_muntjak,Southern Red Muntjac,Artiodactyla,Cervidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Java.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006338,Muntiacus_vaginalis,Northern Red Muntjac,Artiodactyla,Cervidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Bangladesh.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005346,Murina_puta,Taiwan Tube-nosed Bat,Chiroptera,Vespertilionidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"Erh-Shui, Chang Hua, Taiwan.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005870,Mustela_lutreola,European Mink,Carnivora,Mustelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Finland.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005874,Mustela_nivalis,Least Weasel,Carnivora,Mustelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Sweden.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005877,Mustela_sibirica,Siberian Weasel,Carnivora,Mustelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Russia.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005443,Myotis_myotis,Greater Myotis,Chiroptera,Vespertilionidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Thuringia, Germany.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005471,Myotis_sibiricus,Siberian Whiskered Myotis,Chiroptera,Vespertilionidae,syntypes,untraced (number not known),UNTRACED,UNTRACED,"Tomsk, Russia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000219,Myrmecobius_fasciatus,Numbat,Dasyuromorphia,Myrmecobiidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"""interior of the Swan River settlement, about 90 miles to the S.E. of the mouth of that River,"" Western Austra­lia, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006164,Nanger_dama,Dama Gazelle,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Senegal.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005887,Nasua_narica,White-nosed Coati,Carnivora,Procyonidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""America"" subsequently restricted to Achotal, Isthmus of Tehuantepec, Veracruz, Mexico.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005879,Neogale_vison,American Mink,Carnivora,Mustelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Eastern Canada.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000279,Notamacropus_dorsalis,Black-striped Wallaby,Diprotodontia,Macropodidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"No type locality given. Identified by T. Iredale and E. Le G. Troughton in 1934 as ""probably interior (Namoi Hills), New South Wales, Australia.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005604,Nyctalus_lasiopterus,Greater Noctule,Chiroptera,Vespertilionidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"?Pisa (uncertain), northern Italy.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005607,Nyctalus_noctula,Common Noctule,Chiroptera,Vespertilionidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,France.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001064,Nycticebus_coucang,Malaysian Slow Loris,Primates,Lorisidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Malaysia, Malacca.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001155,Ochotona_dauurica,Daurian Pika,Lagomorpha,Ochotonidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""per totam Dauuriam"" (= the whole Dauria), southern part of Zabaikalskiy Territory, Russia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001172,Ochotona_pusilla,Steppe Pika,Lagomorpha,Ochotonidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""in campis circa Volgam"" (= in plains along Volga). Restricted by Chaworth-Musters in 1933 to ""neighbourhood of Samara.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006302,Odocoileus_virginianus,White-tailed Deer,Artiodactyla,Cervidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Virginia (USA).,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006244,Oreotragus_oreotragus,Klipspringer,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Cape of Good Hope.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006240,Oryx_leucoryx,Arabian Oryx,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Arabia.,,False,False
